1 NAME|3 IP||4 OS, 5 OS version|6 CATEGORY|2 ROOM|18 RACKINFO|12 SERIAL NUMBER|9 BARCODE||7 OWNER|8 AUTHORITY|14 HOST STATUS|10 DESCRIPTION: Machine Company| Processor| RAM| HDD||
setup22e|129.128.22.5||, |||||||||||||||
setup23a|129.128.23.1||, |||||||charles||||||||
setup23b|129.128.23.2||, |||||||johnb||||||||
setup23c|129.128.23.3||, |||||||||||||||
setup23d|129.128.23.4||, |||||||||||||||
setup23f|129.128.23.6||, |||||||||||||||
setup23g|129.128.23.7||, |||||||||||||||
setup23s|129.128.23.99||, |||||||||||||||
setup25a|129.128.25.3||, |||||||||||||||
setup25b|129.128.25.49||, |||||||||||||||
setup25c|129.128.25.6||, |||||||||||||||
setup25d|129.128.25.8||, |||||||||||||||
setup25|129.128.25.1||, |||||||||||||||
sexsmith|129.128.25.199||dual-boot, Windows 10 & Ubuntu 16.04|regular|CSC327||99LV3V1||||dwishart|CLEAN|Dell XPS 8500|Intel i7 3770 @ 3.4GHz|8|||
shaspa-brdg|129.128.184.43||, |network|ATH437A||0922-000966|549636||bridge|steve|CLEAN|mdl-0922-000966|||||
sheerness|129.128.4.72||, |||||||||||||||
sion|||Windows, 7|regular|CSC243||11M2SW1|586184||mgheirat|greiner|NOP||||||
skat2|129.128.184.141||Linux, Fedora 25|regular|ATH337|||no-tag||mburo|mburo|NOP||Intel i7 7700K|32|1500||
skat3|129.128.184.152||Linux, Fedora 25|regular|ATH337|||no-tag||mburo|mburo|NOP||Intel i7 7700K|32|1500||
skat4|129.128.184.153||Linux, Fedora 25|regular|ATH337|||no-tag||mburo|mburo|NOP||Intel i7 7700K|32|1500||
skat|129.128.184.139||Linux, Fedora 25|regular|ATH337|||no-tag||mburo|mburo|NOP||Intel i7 4790K|32|1500||
smb-home|129.128.21.202||Linux, RHEL Server 5.11|virtual|IST VM|||NA||||CLEAN||||||
smithmill|129.128.23.209||MacOS, 10.6.2|regular|CSC315||YM8344X0ZE3|528790||||CLEAN|Apple iMac 20|@ 2.66GHz|2|||
smr|129.128.243.167||Linux, Ubuntu 16.04|regular|GSB175|F17|1.70809E+14|||nadi|nadi|CLEAN|ASUS PRIME X399-A|||||
snaring|129.128.25.4||Linux, Red Hat 9 (Shrike)|regular|CSC341||ACS05013|||steve|steve|CLEAN||Sempron 2800|1|||
snipe-lake|129.128.23.235||Linux, WPS Ubuntu 16.04|regular|CSC251|||586246|||amaral,paullu||ASUS H87M-Plus|Intel i7 4770 @ 3.4GHz||||
8192,,|BB0694||, CLEAN|active||||||OK||||||||
sonata|129.128.23.136||Windows, 8.1?|regular|CSC211|||no-tag||bulitko|bulitko|CLEAN||Intel i7 980x @ 3.33GHz|24|||
so-baptiste|129.128.184.71||dual-boot, Ubuntu 16.04 & Windows 10 Enterprise|regular|CSC225||JDBYV52|361518|||lin,anup|NOP||Intel i7-4790 @ 3.6GHz|16|||
sparefw1|||, |regular|CSC231||serial-no|549746||dept|tst||Dell PowerEdge R310|||||
sparefw2|||, |regular|CSC231||serial-no|549747||dept|tst||Dell PowerEdge R310|||||
sparevpn1|||, |regular|CSC231||serial-no|549748||dept|tst||Dell PowerEdge R310|||||
sparevpn2|||, |regular|CSC231||serial-no|549749||dept|tst||Dell PowerEdge R310|||||
sputina|129.128.4.24||MacOS, 10.5.4|regular|ATH309||serial-no|482525||ehab|ehab|CLEAN|Apple Mac G5|||||
sputinow|129.128.159.20||MacOS, 10.8.2|regular|BS-CW410|5||586174|||kenw|active|Apple iMac 27"|Intel i7 @ 3.4 GHz |8|1||
sspml|129.128.184.41||Linux, Ubuntu 14.04|regular|CSC305|||545217||karami1|ECEdept|NOP|ThinkStation-D20|||||
ssrg0|129.128.243.136||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg1|129.128.243.137||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg2|129.128.243.138||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg3|129.128.243.139||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg4|129.128.243.140||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg5|129.128.243.141||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg6|129.128.243.142||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg7|129.128.243.143||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg8|129.128.243.144||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg9|129.128.243.145||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg10|129.128.243.146||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg11|129.128.243.147||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg12|129.128.243.148||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg13|129.128.243.149||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg14|129.128.243.150||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg15|129.128.243.151||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg16|129.128.243.152||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg17|129.128.243.153||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg18|129.128.243.154||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg19|129.128.243.155||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg20|129.128.243.156||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg21|129.128.243.157||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg22|129.128.243.158||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg23|129.128.243.159||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg24|129.128.243.160||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg25|129.128.243.161||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg26|129.128.243.162||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg27|129.128.243.163||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg28|129.128.243.164||, |virtual|melissa|||||dwt|stroulia|NOP||||||
ssrg29|129.128.243.165||, |virtual|melissa|||||dwt|stroulia|NOP||||||
stanger|129.128.23.16||MacOS, 10.5.8|regular|ATH315||serial-no|||lori|sutton,lori|CLEAN||||||
stanmore|129.128.25.31||Linux, WPS Ubuntu 16.04|regular|CSC315||ACS06126|509922||charles,rick|charles,rick,rod|CLEAN||AMD Athlon 3500 @ 2.4GHz|2|||
steepbank|129.128.23.79||Windows, 7|regular|CSC347|5||no-tag||mcalvert|zhang|active|Dell Optiplex|Intel Core2 E8400|4|||
stettler|129.128.23.63||, |||||||||||||||
st-brides|129.128.23.21||Linux, Ubuntu 13.04|regular|CSC251||ACS06778|no-tag|||amaral,paullu,jonathan|CLEAN||AMD PN 9750|4|||
st-francis|129.128.4.50||Linux, Ubuntu 10.04 LTS|regular|ATH447||ACS04832|479284||hindle1|hindle1|NOP||AMD XP 2800|1|||
st-lina|129.128.25.108||Windows, 7|regular|CSC147||RC11-140772|||||CLEAN|XFX 790i| Intel Core2 Quad X9770 @ 4.00GHz|4|||
sullivan|129.128.23.115||Linux, WPS Ubuntu 16.04|regular|CSC251||MXU844011J|no-tag|||amaral,paullu,jonathan|CLEAN|Phe/9550QC||6|||
summerhaswellii|129.128.184.58||Linux, Ubuntu 12.04|regular|CSC251||MG-PC2|||mgaudet|amaral|NOP||Intel i7 4470||||
summerhaswell|129.128.184.57||Linux, Ubuntu 12.04|regular|ATH150|||||mgaudet|amaral|NOP||Intel i7 4470||||
sundog|129.128.4.208||, |||||||||||||||
sundre|129.128.4.46||Linux, WPS Ubuntu 16.04|regular|ATH303||B4297G1|528793||mreza|mreza|CLEAN||Intel Core2 E8400 @ 3.0GHz|4|||
sunflower|||Windows, 10 Education|regular|Off Campus||DN5GWG1|527275||dept|lotus|CLEAN|Dell Optiplex 755|Intel Core2 E6750|4|250||
sunnynook|129.128.23.198||Windows, 10|regular|CSC225||JD5TV52|361519|||lin,anup|CLEAN||Intel i7 4790 @ 3.6GHz|16|||
sunnyslope|129.128.23.147||MacOS, 10.5.8|regular|ATH305||XB34601SNVB|473223||kenw|kenw|CLEAN|Mac G5|@ 2.0GHz|2|||
sunray|129.128.184.42||Linux, Ubuntu 14.04|regular|CSC351||14232682P|604040||nray1|nray1|NOP||Intel i7 4790K @ 4.0GHz|32|||
sun-creek|129.128.23.9||Windows, 10|regular|CSC211|||||bulitko|bulitko|CLEAN||Ryzen processor||||
swanhills|129.128.159.21||MacOS, 10.8.2|regular|CSC259B1||C02K25CCDNMP|586175|||kenw|CLEAN|Apple iMac 27"|Intel i7 @ 3.4GHz|8|1000||
syslinuxtest|129.128.243.72||Linux, WPS Ubuntu 16.04|virtual|czar|||||johnb||CLEAN||||||
talbot|129.128.184.53||Linux, Ubuntu 10.04 LTS|wildwest|ATH452||3GVY1R1|||legilmou|stroulia|NOP|Dell Vostro 460|Intel i7 2600 Quad @ 3.4GHz|16|||
tanberg1|||, |network|CSC363||23.16077|no-tag||Tanberg|pierreb|NA||||||
tanberg2|||, |network|CSC363||23.24007|no-tag||Tanberg|pierreb|NA||||||
tawayik|129.128.23.102||Linux, WPS Ubuntu 16.04|regular|CSC217||ACS05908|512155|||hayward|CLEAN||Intel i5 6400|24|||
teepee-crk|129.128.23.248||Linux, WPS Ubuntu 16.04|regular|CSC217||1YNLJM1|no-tag|||hayward|CLEAN||Intel i7 860|16|||
tees|129.128.4.57||Linux, RHEL Server 5.11|regular|CSC329|D|ACS05645||||hayward|CLEAN||AMD Opteron 250|4|||
telehealth|129.128.184.59||, |unknown|CSC147||||||pierreb|NOP||||||
temp28-0|129.128.28.200||, |||||||||||||||
temp28-1|129.128.28.201||, |||||||||||||||
temp28-2|129.128.28.202||, |virtual|czar|||||johnb||||||||
temp28-3|129.128.28.203||, |||||||||||||||
temp28-4|129.128.28.204||, |||||||||||||||
temp28-5|129.128.28.205||, |||||||||||||||
temp28-6|129.128.28.206||, |||||||||||||||
temp28-7|129.128.28.207||, |||||||||||||||
temp28-8|129.128.28.208||, |||||||||||||||
temp28-9|129.128.28.209||, |||||||||||||||
temp29-0|129.128.29.200||, |||||||||||||||
temp29-1|129.128.29.201||, |||||||||||||||
temp29-2|129.128.29.202||, |||||||||||||||
temp29-3|129.128.29.203||, |||||||||||||||
temp29-4|129.128.29.204||, |||||||||||||||
temp29-5|129.128.29.205||, |||||||||||||||
temp29-6|129.128.29.206||, |||||||||||||||
temp29-7|129.128.29.207||, |virtual|daysland|||||johnb||||||||
temp29-8|129.128.29.208||, |||||||||||||||
temp29-9|129.128.29.209||, |||||||||||||||
temp41-0|129.128.41.200||, |virtual|irricana|||||jmartin||||||||
temp41-1|129.128.41.201||, |virtual|czar|||||johnb||||||||
temp41-2|129.128.41.202||, |virtual|czar|||||johnb||||||||
temp41-3|129.128.41.203||, |||||||||||||||
temp41-4|129.128.41.204||, |virtual|czar|||||johnb||||||||
temp41-5|129.128.41.205||Linux, Ubuntu 14.04|regular|ATH220|||||johnb||||||||
temp41-6|129.128.41.206||Linux, Ubuntu 14.04|regular|ATH200|||||dept|tst|CLEAN|Dell 990|||||
temp41-7|129.128.41.207||, |||||||||||||||
temp41-8|129.128.41.208||Linux, Ubuntu 14.04|virtual|czar|||||johnb|tst|CLEAN||||||
temp41-9|129.128.41.209||Linux, openSUSE 13.1|virtual|czar|||||jmartin||CLEAN||||||
temp184-0|129.128.184.200||Linux, RHEL Server 5.6|regular|CSC231|B||||rod||CLEAN||||||
temp184-1|129.128.184.201||, |||||||||||||||
temp184-2|129.128.184.202||, |||||||bmw||||||||
temp184-3|129.128.184.203||, |||||||||||||||
temp184-4|129.128.184.204||, |||||||||||||||
temp184-5|129.128.184.205||, |||||||||||||||
temp184-6|129.128.184.206||, |||||||||||||||
temp184-7|129.128.184.207||, |||||||||||||||
temp184-8|129.128.184.208||, |||||||||||||||
temp184-9|129.128.184.209||, |||||||||||||||
theano|||Windows, 10|regular|ATH452||3GYY1R1|||stroulia|stroulia|CLEAN||Intel i7 2600|16|||
theia|129.128.25.134||Linux, Ubuntu 14|regular|CSC353||||||karteek,martin|CLEAN||Intel Core2 E8400|8|||
therien|129.128.4.52||MacOS, 10.11.6|regular|ATH301||W87350Y3ZCT|524173||hayward|hayward|CLEAN|Apple iMac 24|Intel Core2 @ 2.8GHz|2|||
thickwood|129.128.25.15||Windows, 7|regular|CSC351||71RY5V1||||mpolak,zhang|CLEAN|Dell XPS 8500|Intel i7 3770 @ 3.4GHz|16|||
thorhild|129.128.23.153||Linux, WPS Ubuntu 16.04|regular|CSC217||ASC05984|510085|||hayward|CLEAN||Intel i5 6400|24|||
thorsby|129.128.23.200||Linux, WPS Ubuntu 16.04|regular|CSC217||350K6J1|no-tag|||hayward|CLEAN||Intel i7 920|8|||
tofield|129.128.23.132||Linux, WPS Ubuntu 16.04|regular|CSC217||ASC05805|512198|||hayward|CLEAN||Intel i5 6400|24|||
torrington|129.128.23.28||Linux, WPS Ubuntu 16.04|regular|CSC217||7BM7HK1|no-tag|||hayward|CLEAN||Intel i7 860 @ 2.8GHz|8|||
tove|129.128.184.28||OpenBSD, unknown|regular|CSC305|||||sutton|rshariff|NOP||||||
trochu|129.128.23.88||MacOS, 10.6.3|regular|CSC217||W8016FHZ5PC|549648|||hayward|CLEAN|Apple iMac|Intel Core2 @ 3.1GHz|4|||
tulliby|129.128.23.228||MacOS, 10.6.3|regular|CSC217||W8016FGE5PC|549649|||hayward|CLEAN|Apple iMac|Intel Core2 @ 3.1GHz|4|||
u16-gold|129.128.243.71||, |virtual|czar|||||johnb||||||||
u16-rch-test|129.128.21.254||Linux, WPS Ubuntu 16.04|virtual|czar|||||johnb||CLEAN||||||
ua01|129.128.29.1||Linux, WPS Ubuntu 16.04|regular|CSC218||2H6TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua02|129.128.29.2||Linux, WPS Ubuntu 16.04|regular|CSC220||FD6TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua03|129.128.29.3||Linux, WPS Ubuntu 16.04|regular|CSC220||JH6TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua04|129.128.29.4||Linux, WPS Ubuntu 16.04|regular|CSC220||2X7TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua05|129.128.29.5||Linux, WPS Ubuntu 16.04|regular|CSC224||BC6TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua06|129.128.29.6||Linux, WPS Ubuntu 16.04|regular|CSC224||3V7TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua07|129.128.29.7||Linux, WPS Ubuntu 16.04|regular|CSC224||4X7TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua08|129.128.29.8||Linux, WPS Ubuntu 16.04|regular|CSC250||7X7TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua09|129.128.29.9||Linux, WPS Ubuntu 16.04|regular|CSC252||2S7TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua10|129.128.29.10||Linux, WPS Ubuntu 16.04|regular|CSC252||HM6TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua11|129.128.29.11||Linux, WPS Ubuntu 16.04|regular|CSC252||BW7TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua12|129.128.29.12||Linux, WPS Ubuntu 16.04|regular|CSC224||6S7TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua13|129.128.29.13||Linux, WPS Ubuntu 16.04|regular|CSC260||GW7TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua14|129.128.29.14||Linux, WPS Ubuntu 16.04|regular|CSC260||8W7TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua15|129.128.29.15||Linux, WPS Ubuntu 16.04|regular|CSC262||HB6TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua16|129.128.29.16||Linux, WPS Ubuntu 16.04|regular|CSC326||5W7TPC1|512143||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua17|129.128.29.17||Linux, WPS Ubuntu 16.04|regular|CSC350||9H6TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
ua18|129.128.29.18||Linux, Ubuntu 12.04|regular|CSC166||8G6TPC1|||dept|tst|CLEAN|Dell OptiPlex 745|||||
uc01|129.128.41.11||Linux, WPS Ubuntu 16.04|regular|CSC121||5144JS1|549687||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc02|129.128.41.12||Linux, WPS Ubuntu 16.04|regular|CSC121||5105JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc03|129.128.41.13||Linux, WPS Ubuntu 16.04|regular|CSC121||5156JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc04|129.128.41.14||Linux, WPS Ubuntu 16.04|regular|CSC121||5128JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc05|129.128.41.15||Linux, WPS Ubuntu 16.04|regular|CSC121||5155JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc06|129.128.41.16||Linux, WPS Ubuntu 16.04|regular|CSC121||511GJS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc07|129.128.41.17||Linux, WPS Ubuntu 16.04|regular|CSC121||512GJS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc08|129.128.41.18||Linux, WPS Ubuntu 16.04|regular|CSC121||50Z4JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc09|129.128.41.19||Linux, WPS Ubuntu 16.04|regular|CSC121||5158JS1|549681||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc10|129.128.41.20||Linux, WPS Ubuntu 16.04|regular|CSC121||515DJS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc11|129.128.41.21||Linux, WPS Ubuntu 16.04|regular|CSC121||5146JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc12|129.128.41.22||Linux, WPS Ubuntu 16.04|regular|CSC121||5135JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc13|129.128.41.23||Linux, WPS Ubuntu 16.04|regular|CSC121||5167JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc14|129.128.41.24||Linux, WPS Ubuntu 16.04|regular|CSC121||5109JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc15|129.128.41.25||Linux, WPS Ubuntu 16.04|regular|CSC121||50Z7JS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
uc16|129.128.41.26||Linux, WPS Ubuntu 16.04|regular|CSC121||510GJS1|||dept|tst|CLEAN|Dell OptiPlex 990|||||
ud00|129.128.29.70||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501TG|538282||dept|tst|CLEAN|HP dc7900|||||
ud01|129.128.29.71||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC9210068|538417||dept|tst|CLEAN|HP dc7900|||||
ud02|129.128.29.72||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501SY|538295||dept|tst|CLEAN|HP dc7900|||||
ud03|129.128.29.73||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501TC|538431||dept|tst|CLEAN|HP dc7900|||||
ud04|129.128.29.74||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501SZ|537359||dept|tst|CLEAN|HP dc7900|||||
ud05|129.128.29.75||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91605WL|539002||dept|tst|CLEAN|HP dc7900|||||
ud06|129.128.29.76||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501TP|538299||dept|tst|CLEAN|HP dc7900|||||
ud07|129.128.29.77||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501TB|538288||dept|tst|CLEAN|HP dc7900|||||
ud08|129.128.29.78||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91400T9|538291||dept|tst|CLEAN|HP dc7900|||||
ud09|129.128.29.79||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501SK|no-tag||dept|tst|CLEAN|HP dc7900|||||
ud10|129.128.29.80||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501SR|538307||dept|tst|CLEAN|HP dc7900|||||
ud11|129.128.29.81||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC920066Q|538437||dept|tst|CLEAN|HP dc7900|||||
ud12|129.128.29.82||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501ST|538305||dept|tst|CLEAN|HP dc7900|||||
ud13|129.128.29.83||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501VG|538304||dept|tst|CLEAN|HP dc7900|||||
ud14|129.128.29.84||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501SL|538280||dept|tst|CLEAN|HP dc7900|||||
ud15|129.128.29.85||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501TN|538270||dept|tst|CLEAN|HP dc7900|||||
ud16|129.128.29.86||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501VB|||dept|tst|CLEAN|HP dc7900|||||
ud17|129.128.29.87||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC95001J5|no-tag||dept|tst|CLEAN|HP dc7900|||||
ud18|129.128.29.88||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501T6|538310||dept|tst|CLEAN|HP dc7900|||||
ud19|129.128.29.89||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91605WF|539001||dept|tst|CLEAN|HP dc7900|||||
ud20|129.128.29.90||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC921006L|538478||dept|tst|CLEAN|HP dc7900|||||
ud21|129.128.29.91||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501VH|538298||dept|tst|CLEAN|HP dc7900|||||
ud22|129.128.29.92||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91401JT|538276||dept|tst|CLEAN|HP dc7900|||||
ud23|129.128.29.93||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91302FV|538317||dept|tst|CLEAN|HP dc7900|||||
ud24|129.128.29.94||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91501TV|538297||dept|tst|CLEAN|HP dc7900|||||
ud25|129.128.29.95||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC91400T8|538292||dept|tst|CLEAN|HP dc7900|||||
ud26|129.128.29.96||Linux, WPS Ubuntu 16.04|regular|CSC125||CAC921006H|538457||dept|tst|CLEAN|HP dc7900|||||
ue00|129.128.29.100||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC95001QQ|538290||dept|tst|CLEAN|HP dc7900|||||
ue01|129.128.29.101||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91501T1|||dept|tst|CLEAN|HP dc7900|||||
ue02|129.128.29.102||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91501SP|||dept|tst|CLEAN|HP dc7900|||||
ue03|129.128.29.103||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC9210069|538455||dept|tst|CLEAN|HP dc7900|||||
ue04|129.128.29.104||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91401K9|||dept|tst|CLEAN|HP dc7900|||||
ue05|129.128.29.105||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91501V8|538281||dept|tst|CLEAN|HP dc7900|||||
ue06|129.128.29.106||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91401JW|538279||dept|tst|CLEAN|HP dc7900|||||
ue07|129.128.29.107||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91302FD|538312||dept|tst|CLEAN|HP dc7900|||||
ue08|129.128.29.108||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC920066H|no-tag||dept|tst|CLEAN|HP dc7900|||||
ue09|129.128.29.109||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91501TJ|||dept|tst|CLEAN|HP dc7900|||||
ue10|129.128.29.110||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91501V8|||dept|tst|CLEAN|HP dc7900|||||
ue11|129.128.29.111||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91501TQ|||dept|tst|CLEAN|HP dc7900|||||
ue12|129.128.29.112||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91605WB|539008||dept|tst|CLEAN|HP dc7900|||||
ue13|129.128.29.113||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91302DL|no-tag||dept|tst|CLEAN|HP dc7900|||||
ue14|129.128.29.114||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91501TK|538466||dept|tst|CLEAN|HP dc7900|||||
ue15|129.128.29.115||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91501TY|538303||dept|tst|CLEAN|HP dc7900|||||
ue16|129.128.29.116||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC921006N|539006||dept|tst|CLEAN|HP dc7900|||||
ue17|129.128.29.117||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91401SJ|539014||dept|tst|CLEAN|HP dc7900|||||
ue18|129.128.29.118||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91501TT|538320||dept|tst|CLEAN|HP dc7900|||||
ue19|129.128.29.119||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91605WM|539012||dept|tst|CLEAN|HP dc7900|||||
ue20|129.128.29.120||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91605WJ|||dept|tst|CLEAN|HP dc7900|||||
ue21|129.128.29.121||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91302FY|no-tag||dept|tst|CLEAN|HP dc7900|||||
ue22|129.128.29.122||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91302FC|549656||dept|tst|CLEAN|HP dc7900|||||
ue23|129.128.29.123||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91400T2|538293||dept|tst|CLEAN|HP dc7900|||||
ue24|129.128.29.124||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC91400T9|||dept|tst|CLEAN|HP dc7900|||||
ue25|129.128.29.125||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC9210067|539016||dept|tst|CLEAN|HP dc7900|||||
ue26|129.128.29.126||Linux, WPS Ubuntu 16.04|regular|CSC129||CAC9210067|no-tag||dept|tst|CLEAN|HP dc7900|||||
uf00|129.128.29.130||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC91501TL|538274||dept|tst|CLEAN|HP dc7900|||||
uf01|129.128.29.131||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC91501T5|538319||dept|tst|CLEAN|HP dc7900|||||
uf02|129.128.29.132||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC920066K|||dept|tst|CLEAN|HP dc7900|||||
uf03|129.128.29.133||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC9200665|||dept|tst|CLEAN|HP dc7900|||||
uf04|129.128.29.134||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC9210068|||dept|tst|CLEAN|HP dc7900|||||
uf05|129.128.29.135||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC920066T|||dept|tst|CLEAN|HP dc7900|||||
uf06|129.128.29.136||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC9200667|||dept|tst|CLEAN|HP dc7900|||||
uf07|129.128.29.137||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC921006M|||dept|tst|CLEAN|HP dc7900|||||
uf08|129.128.29.138||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC91501TM|||dept|tst|CLEAN|HP dc7900|||||
uf09|129.128.29.139||Linux, WPS Ubuntu 16.04|regular|CSC153||CAC91501VH|538298||dept|tst|CLEAN|HP dc7900|||||
